LabelId,ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,AggregateByteValue
206,99,104,97,114,97,99,116,101,114,115,0,0,8469.23076923077,1698762846240832
206,109,97,121,0,0,0,0,0,0,0,0,0,2538.4615384615386,13510798884208640
206,99,111,110,116,97,105,110,0,0,0,0,0,5915.384615384615,4611756937062712320
206,115,112,101,99,105,97,108,0,0,0,0,0,5830.7692307692305,46454366806032
206,99,104,97,114,97,99,116,101,114,115,0,0,8469.23076923077,1698762846240832
206,104,111,116,101,108,114,111,111,109,0,0,0,7853.846153846153,18019936888717312
206,117,110,97,118,97,105,108,97,98,108,101,0,9315.384615384615,2738487640883464196
206,104,111,116,101,108,105,100,0,0,0,0,0,5892.307692307692,630509481897230336
206,114,97,116,101,99,111,100,101,0,0,0,0,6669.230769230769,145381825605271748
206,114,111,111,109,99,111,100,101,0,0,0,0,6800,9020945566269444
206,114,97,116,101,97,99,99,101,115,115,99,111,11969.23076923077,4621859799658154124
206,104,111,115,116,99,111,100,101,0,0,0,0,6807.692307692308,72058833404956672
206,103,117,101,115,116,99,111,117,110,116,0,0,8846.153846153846,-9220838761955293168
206,105,116,105,110,101,114,97,114,121,97,108,114,19846.153846153844,72394123994386444
206,105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762
206,114,101,113,117,105,114,101,100,0,0,0,0,6869.230769230769,-4170333254945079028
206,112,114,111,99,101,115,115,105,110,103,0,0,8692.307692307691,290305518862368
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,99,114,101,97,116,101,100,0,0,0,0,0,5761.538461538461,2310909558929948672
206,114,101,113,117,101,115,116,101,100,0,0,0,7800,-4611650829756137442
206,105,116,105,110,101,114,97,114,121,0,0,0,7838.461538461538,52845353287680
206,99,114,101,97,116,101,100,0,0,0,0,0,5761.538461538461,2310909558929948672
206,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
206,99,111,117,110,116,114,121,99,111,100,101,0,9646.153846153846,-6336564671246433784
206,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,97,114,103,117,109,101,110,116,115,0,0,0,7830.7692307692305,6757703691076096
206,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,103,117,101,115,116,0,0,0,0,0,0,0,4323.076923076923,-9223090561802567664
206,99,111,117,110,116,0,0,0,0,0,0,0,4330.7692307692305,-9223372036719508984
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,112,114,111,118,105,100,101,0,0,0,0,0,6015.384615384615,576751298251325472
206,103,117,101,115,116,0,0,0,0,0,0,0,4323.076923076923,-9223090561802567664
206,110,97,109,101,0,0,0,0,0,0,0,0,3253.846153846154,1082131584
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,108,97,115,116,0,0,0,0,0,0,0,0,3400,27021597764489216
206,110,97,109,101,0,0,0,0,0,0,0,0,3253.846153846154,1082131584
206,109,117,115,116,0,0,0,0,0,0,0,0,3561.5384615384614,45044792366727169
206,108,101,97,115,116,0,0,0,0,0,0,0,4207.692307692308,576742777036083200
206,116,119,111,0,0,0,0,0,0,0,0,0,2684.6153846153843,135266304
206,99,104,97,114,97,99,116,101,114,115,0,0,8469.23076923077,1698762846240832
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,105,110,118,97,108,105,100,108,97,115,116,110,13084.615384615385,3458821207433021952
206,109,105,115,115,105,110,103,0,0,0,0,0,6023.076923076923,1166432990683725848
206,99,111,110,102,105,114,109,97,116,105,111,110,10423.076923076922,36068937922810888
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,109,105,115,115,105,110,103,0,0,0,0,0,6023.076923076923,1166432990683725848
206,105,110,118,101,110,116,111,114,121,0,0,0,8015.384615384615,19149111697740290
206,115,111,117,114,99,101,0,0,0,0,0,0,5169.230769230769,144124057183330312
206,99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872
206,109,105,115,115,105,110,103,0,0,0,0,0,6023.076923076923,1166432990683725848
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536
206,114,97,116,101,0,0,0,0,0,0,0,0,3338.4615384615386,1125900041060484
206,112,108,97,110,0,0,0,0,0,0,0,0,3330.7692307692305,1153203117022511112
206,99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872
206,109,117,108,116,105,112,108,101,0,0,0,0,6953.846153846153,225743068760903681
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,112,114,111,103,114,101,115,115,0,0,0,0,7023.076923076923,1442559255920673
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,114,101,116,114,121,0,0,0,0,0,0,0,4430.7692307692305,-9223372032526254068
206,97,118,97,105,108,97,98,105,108,116,121,0,9423.076923076922,1408208117760520
206,102,111,117,110,100,0,0,0,0,0,0,0,4230.7692307692305,4616194024695398400
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
206,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
206,114,111,111,109,116,121,112,101,99,111,100,101,10553.846153846154,-9214359784571011060
206,110,97,116,105,118,101,0,0,0,0,0,0,5092.307692307692,1250951172
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,114,97,116,101,0,0,0,0,0,0,0,0,3338.4615384615386,1125900041060484
206,113,117,101,114,121,105,100,0,0,0,0,0,6092.307692307692,1125900075307008
206,114,101,113,114,97,116,101,112,108,97,110,105,11276.923076923076,-4449116609740533244
206,114,101,113,114,111,111,109,116,121,112,101,105,11584.615384615385,-1580745808300408826
206,115,117,112,112,108,105,101,114,114,97,116,101,16130.76923076923,312095550911041632
206,115,117,112,112,108,105,101,114,114,111,111,109,16438.46153846154,4671438154279437314
206,115,117,112,112,108,105,101,114,114,97,116,101,20353.846153846152,1032670958714372192
206,97,118,97,105,108,97,98,105,108,116,121,0,9423.076923076922,1408208117760520
206,102,111,117,110,100,0,0,0,0,0,0,0,4230.7692307692305,4616194024695398400
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
206,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
206,114,111,111,109,116,121,112,101,99,111,100,101,10553.846153846154,-9214359784571011060
206,110,97,116,105,118,101,0,0,0,0,0,0,5092.307692307692,1250951172
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,114,97,116,101,0,0,0,0,0,0,0,0,3338.4615384615386,1125900041060484
206,111,110,101,0,0,0,0,0,0,0,0,0,2500,1179776
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,116,105,109,101,0,0,0,0,0,0,0,0,3361.5384615384614,1099514773536
206,109,97,121,0,0,0,0,0,0,0,0,0,2538.4615384615386,13510798884208640
206,114,101,115,101,114,118,101,100,0,0,0,0,6861.538461538461,-8641545667805708284
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,114,101,115,117,98,109,105,116,0,0,0,0,6946.153846153846,-9223353619900790778
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,112,111,115,116,97,108,0,0,0,0,0,0,5184.615384615385,2342153349962465280
206,99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872
206,99,111,110,116,97,105,110,115,0,0,0,0,6853.846153846153,4611756937062712320
206,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
206,105,110,115,117,102,102,105,99,105,101,110,116,10407.692307692307,1550448876193808
206,100,97,116,97,0,0,0,0,0,0,0,0,3200,35188667056146
206,112,114,105,99,101,0,0,0,0,0,0,0,4161.538461538461,2308376284004417536
206,99,104,97,110,103,101,0,0,0,0,0,0,4838.461538461538,4611694814722785280
206,104,97,112,112,101,110,101,100,0,0,0,0,6653.846153846153,324825421658982418
206,103,105,118,101,110,0,0,0,0,0,0,0,4207.692307692308,-9223081765248171968
206,112,114,111,100,117,99,116,0,0,0,0,0,6076.923076923077,281475388015136
206,117,115,100,0,0,0,0,0,0,0,0,0,2576.9230769230767,6917533425687592960
206,112,114,105,99,101,99,104,97,110,103,101,100,10084.615384615385,2308517022570758656
206,99,111,109,111,114,98,105,116,122,116,98,115,35607.692307692305,8102170954831637954
206,115,101,108,108,0,0,0,0,0,0,0,0,3369.230769230769,4611694831700279296
206,114,97,116,101,0,0,0,0,0,0,0,0,3338.4615384615386,1125900041060484
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,108,101,115,115,0,0,0,0,0,0,0,0,3423.076923076923,1128098930233344
206,114,101,112,114,105,99,101,0,0,0,0,0,5900,-8935141110409297916
206,115,101,108,108,0,0,0,0,0,0,0,0,3369.230769230769,4611694831700279296
206,114,97,116,101,0,0,0,0,0,0,0,0,3338.4615384615386,1125900041060484
206,117,115,100,0,0,0,0,0,0,0,0,0,2576.9230769230767,6917533425687592960
206,99,104,97,110,103,101,0,0,0,0,0,0,4838.461538461538,4611694814722785280
206,114,97,116,101,0,0,0,0,0,0,0,0,3338.4615384615386,1125900041060484
206,99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768
206,112,114,111,99,101,115,115,0,0,0,0,0,6061.538461538461,290305450704928
206,114,101,113,117,101,115,116,110,116,97,116,0,9776.923076923076,-4611642036817231730
206,99,111,109,111,114,98,105,116,122,116,98,115,121007.6923076923,-144403328841842724
206,99,111,109,111,114,98,105,116,122,116,98,115,113438.46153846153,-84748330369380
206,112,114,105,99,101,0,0,0,0,0,0,0,4161.538461538461,2308376284004417536
206,99,104,97,110,103,101,100,0,0,0,0,0,5653.846153846153,4611699212769296384
206,112,114,111,112,101,114,116,121,0,0,0,0,7146.153846153846,7206040880934027296
206,97,118,97,105,108,97,98,108,101,0,0,0,7423.076923076923,1126733407388168
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,116,105,109,101,0,0,0,0,0,0,0,0,3361.5384615384614,1099514773536
206,114,97,116,101,0,0,0,0,0,0,0,0,3338.4615384615386,1125900041060484
206,97,118,97,105,108,97,98,108,101,0,0,0,7423.076923076923,1126733407388168
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,100,117,112,108,105,99,97,116,101,100,0,0,8461.538461538461,1266637433082040
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
206,105,110,102,111,114,109,97,116,105,111,110,115,10546.153846153846,-9218868020505346046
206,99,111,110,116,97,99,116,0,0,0,0,0,5915.384615384615,70987354801152
206,117,115,0,0,0,0,0,0,0,0,0,0,1792.3076923076922,6917529027641081856
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,114,101,113,117,105,114,101,115,0,0,0,0,6984.615384615385,-4296434044511452916
206,97,103,101,110,116,0,0,0,0,0,0,0,4130.7692307692305,146367126402236928
206,99,111,110,102,105,114,109,0,0,0,0,0,5930.7692307692305,36068379572835328
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,108,111,99,107,101,100,0,0,0,0,0,0,4930.7692307692305,72057595245894656
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872
206,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
206,115,111,108,100,111,117,116,0,0,0,0,0,6146.153846153846,288239242172174592
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,116,114,121,105,110,103,0,0,0,0,0,0,5261.538461538461,422213544050816
206,98,111,111,107,0,0,0,0,0,0,0,0,3330.7692307692305,1126037446459392
206,115,111,108,100,0,0,0,0,0,0,0,0,3384.6153846153843,8864812503296
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,99,104,111,111,115,101,0,0,0,0,0,0,5046.153846153846,290340460298248
206,97,110,111,116,104,101,114,0,0,0,0,0,5953.846153846153,-9223372036720356848
206,101,114,114,111,114,115,115,117,112,112,108,105,19546.153846153844,-7952046186351155167
206,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536
206,102,111,117,110,100,0,0,0,0,0,0,0,4230.7692307692305,4616194024695398400
206,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,115,101,108,101,99,116,0,0,0,0,0,0,5038.461538461538,4611695933627826176
206,100,105,102,102,101,114,101,110,116,0,0,0,7592.307692307692,10276173112215568
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,100,97,116,101,115,0,0,0,0,0,0,0,4146.153846153846,35184372121618
206,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
206,115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576
206,97,118,97,105,108,97,98,105,108,105,116,121,10315.384615384615,145243020996968968
206,102,111,117,110,100,0,0,0,0,0,0,0,4230.7692307692305,4616194024695398400
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
206,118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952
206,97,110,111,116,104,101,114,0,0,0,0,0,5953.846153846153,-9223372036720356848
206,99,104,111,105,99,101,0,0,0,0,0,0,4876.923076923077,576469892130144256
206,97,118,97,105,108,97,98,108,101,0,0,0,7423.076923076923,1126733407388168
206,115,101,108,101,99,116,105,111,110,115,0,0,8661.538461538461,4629712565537079296
206,99,111,109,112,108,101,116,101,0,0,0,0,6807.692307692308,216753333515321344
206,112,117,114,99,104,97,115,101,0,0,0,0,6823.076923076923,576742502435921952
206,115,117,112,112,108,105,101,114,0,0,0,0,7015.384615384615,5708939249860608
206,114,101,97,100,121,0,0,0,0,0,0,0,4176.923076923077,-8358680908399624188
206,99,111,114,112,111,114,97,116,101,0,0,0,7776.923076923076,4899916403309021184
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,115,117,112,112,108,105,101,100,0,0,0,0,6907.692307692308,1205339622752256
206,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
206,100,101,108,101,116,101,0,0,0,0,0,0,4938.461538461538,35193230459664
206,105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762
206,102,105,101,108,100,0,0,0,0,0,0,0,4046.153846153846,1086325764
206,99,111,114,112,111,114,97,116,101,0,0,0,7776.923076923076,4899916403309021184
206,101,110,116,101,114,101,100,0,0,0,0,0,5876.923076923077,576496490726694912
206,99,111,110,116,97,105,110,101,100,0,0,0,7576.923076923076,6917599946276406274
206,105,108,108,101,103,97,108,0,0,0,0,0,5776.923076923077,9071039217696
206,99,104,97,114,97,99,116,101,114,115,0,0,8469.23076923077,1698762846240832
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
206,102,114,101,113,117,101,110,116,0,0,0,0,6938.461538461538,72339069020947984
206,103,117,101,115,116,0,0,0,0,0,0,0,4323.076923076923,-9223090561802567664
206,101,110,116,101,114,101,100,0,0,0,0,0,5876.923076923077,576496490726694912
206,99,111,110,116,97,105,110,101,100,0,0,0,7576.923076923076,6917599946276406274
206,105,108,108,101,103,97,108,0,0,0,0,0,5776.923076923077,9071039217696
206,99,104,97,114,97,99,116,101,114,115,0,0,8469.23076923077,1698762846240832
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
206,102,114,101,113,117,101,110,116,0,0,0,0,6938.461538461538,72339069020947984
206,103,117,101,115,116,0,0,0,0,0,0,0,4323.076923076923,-9223090561802567664
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,115,117,112,112,108,105,101,100,0,0,0,0,6907.692307692308,1205339622752256
206,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
206,100,101,108,101,116,101,0,0,0,0,0,0,4938.461538461538,35193230459664
206,105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762
206,102,105,101,108,100,0,0,0,0,0,0,0,4046.153846153846,1086325764
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,99,111,110,102,105,114,109,101,100,0,0,0,7592.307692307692,612529681632072704
206,114,101,102,101,114,0,0,0,0,0,0,0,4169.2307692307695,-9223371761976868842
206,112,101,110,100,105,110,103,0,0,0,0,0,5861.538461538461,4611976839789903872
206,112,114,111,99,101,115,115,0,0,0,0,0,6061.538461538461,290305450704928
206,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
206,117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968
206,112,114,111,118,105,100,101,0,0,0,0,0,6015.384615384615,576751298251325472
206,105,116,105,110,101,114,97,114,121,0,0,0,7838.461538461538,52845353287680
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
206,109,97,107,101,0,0,0,0,0,0,0,0,3230.7692307692305,49539613080944640
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,108,97,116,101,114,0,0,0,0,0,0,0,4200,9026990464061440
206,116,105,109,101,0,0,0,0,0,0,0,0,3361.5384615384614,1099514773536
206,109,97,120,105,109,117,109,0,0,0,0,0,6053.846153846153,13809870876712960
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,112,101,114,115,111,110,115,0,0,0,0,0,6146.153846153846,2533412767269056
206,112,101,114,0,0,0,0,0,0,0,0,0,2538.4615384615386,281475513581696
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,101,120,99,101,101,100,101,100,0,0,0,0,6546.153846153846,-9223266483196919796
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,99,97,112,97,99,105,116,121,0,0,0,0,6723.076923076923,4538818493547521
206,98,101,121,111,110,100,0,0,0,0,0,0,5046.153846153846,1275433496739904
206,109,97,120,105,109,117,109,0,0,0,0,0,6053.846153846153,13809870876712960
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,97,108,108,111,119,101,100,0,0,0,0,0,5884.615384615385,18069374090871552
206,109,117,108,116,105,114,111,111,109,0,0,0,7969.230769230769,225180256380653577
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,109,117,115,116,0,0,0,0,0,0,0,0,3561.5384615384614,45044792366727169
206,100,105,102,102,101,114,101,110,116,117,110,105,13223.076923076922,28360977946839056
206,103,117,101,115,116,0,0,0,0,0,0,0,4323.076923076923,-9223090561802567664
206,110,97,109,101,0,0,0,0,0,0,0,0,3253.846153846154,1082131584
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
206,105,110,102,111,114,109,97,116,105,111,110,115,10546.153846153846,-9218868020505346046
206,112,111,115,116,0,0,0,0,0,0,0,0,3538.4615384615386,36310340715216896
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,114,111,111,109,115,0,0,0,0,0,0,0,4384.615384615385,9011599448739844
206,114,101,113,117,101,115,116,101,100,0,0,0,7800,-4611650829756137442
206,103,114,101,97,116,101,114,0,0,0,0,0,5900,-9078975373799849984
206,109,97,120,105,109,117,109,0,0,0,0,0,6053.846153846153,13809870876712960
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,114,111,111,109,115,0,0,0,0,0,0,0,4384.615384615385,9011599448739844
206,97,108,108,111,119,101,100,0,0,0,0,0,5884.615384615385,18069374090871552
206,112,101,114,0,0,0,0,0,0,0,0,0,2538.4615384615386,281475513581696
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,114,101,113,117,101,115,116,101,100,0,0,0,7800,-4611650829756137442
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,110,105,103,104,116,115,0,0,0,0,0,0,5138.461538461538,-9223370936268324863
206,108,101,115,115,0,0,0,0,0,0,0,0,3423.076923076923,1128098930233344
206,109,105,110,105,109,117,109,0,0,0,0,0,6038.461538461538,5773614774902325256
206,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
206,110,105,103,104,116,115,0,0,0,0,0,0,5138.461538461538,-9223370936268324863
206,114,101,113,117,105,114,101,100,0,0,0,0,6869.230769230769,-4170333254945079028
206,115,116,97,121,0,0,0,0,0,0,0,0,3500,36037593120374848
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,114,97,116,101,0,0,0,0,0,0,0,0,3338.4615384615386,1125900041060484
206,99,104,97,110,103,101,100,0,0,0,0,0,5653.846153846153,4611699212769296384
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536
206,114,97,116,101,0,0,0,0,0,0,0,0,3338.4615384615386,1125900041060484
206,115,101,108,101,99,116,101,100,0,0,0,0,6684.615384615385,4611695933663477760
206,108,111,110,103,101,114,0,0,0,0,0,0,5092.307692307692,2305847957687111680
206,97,118,97,105,108,97,98,108,101,0,0,0,7423.076923076923,1126733407388168
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,99,104,111,111,115,101,0,0,0,0,0,0,5046.153846153846,290340460298248
206,97,110,111,116,104,101,114,0,0,0,0,0,5953.846153846153,-9223372036720356848
206,115,101,108,101,99,116,101,100,0,0,0,0,6684.615384615385,4611695933663477760
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,115,111,108,100,0,0,0,0,0,0,0,0,3384.6153846153843,8864812503296
206,112,114,111,98,108,101,109,0,0,0,0,0,5953.846153846153,-9223081764711036896
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,99,111,109,109,117,110,105,99,97,116,105,110,11292.307692307691,299081256665266
206,98,97,99,107,101,110,100,0,0,0,0,0,5638.461538461538,577587824736356352
206,115,117,112,112,108,105,101,114,0,0,0,0,7015.384615384615,5708939249860608
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,119,105,108,108,0,0,0,0,0,0,0,0,3430.7692307692305,4228096
206,114,101,115,111,108,118,101,100,0,0,0,0,6892.307692307692,-8646752950581985258
206,97,117,116,111,109,97,116,105,99,97,108,108,11376.923076923076,1309293937332
206,119,105,116,104,105,110,0,0,0,0,0,0,5184.615384615385,577591050797875200
206,109,105,110,117,116,101,115,0,0,0,0,0,6107.692307692308,1162069733945114624
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,112,114,111,99,101,115,115,0,0,0,0,0,6061.538461538461,290305450704928
206,100,117,112,108,105,99,97,116,101,0,0,0,7623.076923076923,1266637433082032
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,105,116,105,110,101,114,97,114,121,0,0,0,7838.461538461538,52845353287680
206,99,104,101,99,107,0,0,0,0,0,0,0,4000,4611694952093581312
206,109,97,100,101,0,0,0,0,0,0,0,0,3176.9230769230767,2319353808095870976
206,99,111,110,102,105,114,109,0,0,0,0,0,5930.7692307692305,36068379572835328
206,115,116,97,116,117,115,0,0,0,0,0,0,5315.384615384615,36037593380454468
206,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
206,97,116,116,101,109,112,116,0,0,0,0,0,6061.538461538461,35184674210336
206,112,114,111,98,108,101,109,0,0,0,0,0,5953.846153846153,-9223081764711036896
206,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
206,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
206,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
206,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
206,115,101,108,101,99,116,0,0,0,0,0,0,5038.461538461538,4611695933627826176
206,97,110,111,116,104,101,114,0,0,0,0,0,5953.846153846153,-9223372036720356848
206,100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850
206,100,105,102,102,101,114,101,110,116,0,0,0,7592.307692307692,10276173112215568
206,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
206,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
206,112,114,111,100,117,99,116,0,0,0,0,0,6076.923076923077,281475388015136
206,99,117,114,114,101,110,116,108,121,0,0,0,7969.230769230769,9079768231194632
206,97,118,97,105,108,97,98,108,101,0,0,0,7423.076923076923,1126733407388168
206,99,111,109,111,114,98,105,116,122,116,98,115,43761.53846153846,-1832476268835492729
206,112,114,111,109,111,116,101,100,0,0,0,0,6938.461538461538,18297026685173792
206,117,110,112,114,111,109,111,116,101,100,0,0,8815.384615384615,2326112506376357888
206,115,101,108,108,114,97,116,101,115,0,0,0,7776.923076923076,4611712423896814080
