ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,FitValue
120,109,108,0,0,0,0,0,0,0,0,0,0.0040236802992602
119,101,108,108,0,0,0,0,0,0,0,0,0.00402043082833902
102,111,114,109,101,100,0,0,0,0,0,0,0.00401839735355001
99,97,110,0,0,0,0,0,0,0,0,0,0.004015605883291665
98,111,111,107,0,0,0,0,0,0,0,0,0.004012502863441242
114,111,111,109,115,0,0,0,0,0,0,0,0.004009364716954247
116,105,109,101,0,0,0,0,0,0,0,0,0.00400622762258357
101,120,99,101,101,100,101,100,0,0,0,0,0.004007359128784754
109,97,120,105,109,117,109,0,0,0,0,0,0.004006241132884121
110,117,109,98,101,114,0,0,0,0,0,0,0.0040041058993561945
104,111,116,101,108,115,0,0,0,0,0,0,0.004001901047214802
114,101,113,117,101,115,116,0,0,0,0,0,0.004000660406967621
99,111,109,0,0,0,0,0,0,0,0,0,0.003997766100244619
116,114,97,118,101,108,110,111,119,0,0,0,0.004000065107345736
115,117,112,112,108,105,101,114,0,0,0,0,0.004000402507230523
104,111,116,101,108,0,0,0,0,0,0,0,0.0039976151051978395
109,101,114,99,104,97,110,116,0,0,0,0,0.003998397202860477
116,114,97,110,115,108,97,116,111,114,0,0,0.004003097660010884
116,114,97,110,115,108,97,116,111,114,0,0,0.004007764996550673
101,120,99,101,112,116,105,111,110,0,0,0,0.004010235741931357
114,97,116,101,0,0,0,0,0,0,0,0,0.00400724466392809
100,101,116,97,105,108,0,0,0,0,0,0,0.004005451328562093
115,101,114,118,105,99,101,0,0,0,0,0,0.004004541435831547
116,104,114,101,119,0,0,0,0,0,0,0,0.0040016254381063645
101,120,99,101,112,116,105,111,110,0,0,0,0.0040040890346143745
113,117,101,114,121,0,0,0,0,0,0,0,0.0040010362268705
112,114,111,112,105,100,0,0,0,0,0,0,0.0039989343825566626
99,111,109,116,114,97,118,101,108,110,111,119,0.0040093877551020405
115,117,112,112,108,105,101,114,0,0,0,0,0.0040096873982416155
104,111,116,101,108,0,0,0,0,0,0,0,0.004006982908440755
109,101,114,99,104,97,110,116,0,0,0,0,0.004007712595160456
116,114,97,110,115,108,97,116,111,114,0,0,0.004012216036188299
116,114,97,110,115,108,97,116,111,114,0,0,0.004016688856550144
101,120,99,101,112,116,105,111,110,0,0,0,0.00401904644306904
114,97,116,101,100,101,116,97,105,108,0,0,0.004024
115,101,114,118,105,99,101,0,0,0,0,0,0.004023078835805043
116,104,114,101,119,0,0,0,0,0,0,0,0.004020232480455522
101,120,99,101,112,116,105,111,110,0,0,0,0.004022555472039403
100,97,121,115,0,0,0,0,0,0,0,0,0.004019620707016768
97,100,118,97,110,99,101,0,0,0,0,0,0.0040190965086150466
109,97,120,105,109,117,109,0,0,0,0,0,0.004018037502695905
99,97,110,0,0,0,0,0,0,0,0,0,0.004015489713482788
115,101,97,114,99,104,101,100,0,0,0,0,0.00401640733789429
101,114,114,111,114,115,115,117,112,112,108,105,0.004117629410052775
101,114,114,111,114,0,0,0,0,0,0,0,0.004114690509352863
115,117,112,112,108,105,101,114,0,0,0,0,0.004114698317196383
109,121,115,116,105,113,117,101,114,97,116,101,0.004167841173101973
109,121,115,116,105,113,117,101,114,97,116,101,0.004226944754620477
115,112,101,99,105,102,105,101,100,0,0,0,0.00422902104579657
97,114,114,105,118,97,108,0,0,0,0,0,0.0042276887536425636
100,97,116,101,0,0,0,0,0,0,0,0,0.004224847739517452
112,114,105,111,114,0,0,0,0,0,0,0,0.004221781124662356
116,111,100,97,121,115,0,0,0,0,0,0,0.0042193408337612625
100,97,116,101,0,0,0,0,0,0,0,0,0.004216523386274224
99,111,114,114,101,99,116,0,0,0,0,0,0.004215217037312739
105,110,102,111,114,109,97,116,105,111,110,0,0.004221400545938208
116,114,121,0,0,0,0,0,0,0,0,0,0.004218240240848761
116,105,109,101,115,116,97,114,116,0,0,0,0.0042197070726314395
116,105,109,101,101,110,100,0,0,0,0,0,0.004218551973638731
118,97,108,105,100,0,0,0,0,0,0,0,0.00421588477555622
100,97,116,101,0,0,0,0,0,0,0,0,0.0042131116460510515
121,109,100,0,0,0,0,0,0,0,0,0,0.00421024083937919
121,109,100,0,0,0,0,0,0,0,0,0,0.004207375465195626
97,103,101,110,116,97,116,116,101,110,116,105,0.004223022835560555
114,101,115,101,114,118,97,116,105,111,110,0,0.004228923237996068
114,101,113,117,105,114,101,115,0,0,0,0,0.004228692081312488
97,103,101,110,116,0,0,0,0,0,0,0,0.0042260609357997825
99,111,110,102,105,114,109,0,0,0,0,0,0.004224818038377361
97,103,101,110,116,0,0,0,0,0,0,0,0.004222202144149893
119,97,105,116,105,110,103,0,0,0,0,0,0.004220912410404364
115,117,112,112,108,105,101,114,0,0,0,0,0.004220655851966769
99,111,110,102,105,114,109,97,116,105,111,110,0.0042294476912694175
110,117,109,98,101,114,0,0,0,0,0,0,0.00422722571628232
97,108,114,101,97,100,121,98,111,111,107,101,0.0042393822608850626
97,100,100,105,116,105,111,110,97,108,0,0,0.004243277386753294
97,103,101,110,116,0,0,0,0,0,0,0,0.004240681800538965
97,116,116,101,110,116,105,111,110,0,0,0,0.004242107533303472
114,101,113,117,105,114,101,100,0,0,0,0,0.004242026375093438
114,101,115,101,114,118,97,116,105,111,110,0,0.004247665234328821
97,103,101,110,116,0,0,0,0,0,0,0,0.004245088780787772
119,97,105,116,105,110,103,0,0,0,0,0,0.004243787377781675
115,117,112,112,108,105,101,114,0,0,0,0,0.00424348263356536
99,111,110,102,105,114,109,97,116,105,111,110,0.004251952635649626
110,117,109,98,101,114,0,0,0,0,0,0,0.004249751933558972
97,108,116,101,114,110,97,116,101,0,0,0,0.0042513794552676894
112,104,111,110,101,0,0,0,0,0,0,0,0.004248706486924079
109,117,115,116,0,0,0,0,0,0,0,0,0.004245565170362358
110,117,109,101,114,105,99,0,0,0,0,0,0.004244282225310683
105,110,99,108,117,100,101,0,0,0,0,0,0.004243175911337347
97,114,101,97,0,0,0,0,0,0,0,0,0.004240605427974948
99,111,100,101,0,0,0,0,0,0,0,0,0.004238017817072679
100,97,116,97,0,0,0,0,0,0,0,0,0.004235447285417086
114,101,113,117,101,115,116,0,0,0,0,0,0.004233944634638978
118,97,108,105,100,97,116,101,100,0,0,0,0.004235792691399194
118,97,108,105,100,0,0,0,0,0,0,0,0.004233293842656335
102,105,114,115,116,0,0,0,0,0,0,0,0.0042305314874615
108,97,115,116,0,0,0,0,0,0,0,0,0.00422769853097722
110,97,109,101,0,0,0,0,0,0,0,0,0.004225085531544991
111,110,101,0,0,0,0,0,0,0,0,0,0.004222507895107291
97,100,117,108,116,0,0,0,0,0,0,0,0.004219930669934251
103,117,101,115,116,0,0,0,0,0,0,0,0.004217204420679628
109,117,115,116,0,0,0,0,0,0,0,0,0.004214169704215889
115,112,101,99,105,102,105,101,100,0,0,0,0.004216066028824284
114,111,111,109,0,0,0,0,0,0,0,0,0.004213177099393566
100,97,116,97,0,0,0,0,0,0,0,0,0.004210682890999129
114,101,113,117,101,115,116,0,0,0,0,0,0.004209259677682086
118,97,108,105,100,97,116,101,100,0,0,0,0.004211133242478247
108,97,115,116,0,0,0,0,0,0,0,0,0.00420836867401753
110,97,109,101,0,0,0,0,0,0,0,0,0.004205819362835469
99,111,110,116,97,105,110,115,0,0,0,0,0.0042058464396414075
105,110,118,97,108,105,100,0,0,0,0,0,0.004204817990776498
105,110,115,117,102,102,105,99,105,101,110,116,0.004213041063466439
100,97,116,97,0,0,0,0,0,0,0,0,0.004210584989992637
100,97,116,97,0,0,0,0,0,0,0,0,0.004208134132381658
114,101,113,117,101,115,116,0,0,0,0,0,0.00420673915684293
118,97,108,105,100,97,116,101,100,0,0,0,0.0042085884825123435
115,112,101,99,105,102,105,101,100,0,0,0,0.004210450506063763
101,109,97,105,108,0,0,0,0,0,0,0,0.004208165833986206
97,100,100,114,101,115,115,0,0,0,0,0,0.004207159649990898
114,101,115,111,108,118,101,100,0,0,0,0,0.004207129427113311
112,108,101,97,115,101,0,0,0,0,0,0,0.004205297421267837
116,114,121,0,0,0,0,0,0,0,0,0,0.004202526154631283
100,97,116,97,0,0,0,0,0,0,0,0,0.0042001223522214574
114,101,113,117,101,115,116,0,0,0,0,0,0.0041987651588579625
118,97,108,105,100,97,116,101,100,0,0,0,0.0042006045240324955
102,105,114,115,116,0,0,0,0,0,0,0,0.004198022712700308
110,97,109,101,0,0,0,0,0,0,0,0,0.004195565547167327
99,111,110,116,97,105,110,115,0,0,0,0,0.004195614117076449
105,110,118,97,108,105,100,0,0,0,0,0,0.004194637472138456
105,110,115,117,102,102,105,99,105,101,110,116,0.004202633384519881
100,97,116,97,0,0,0,0,0,0,0,0,0.004200265628256017
100,97,116,101,0,0,0,0,0,0,0,0,0.004197860627265089
102,111,114,109,97,116,0,0,0,0,0,0,0.004195921515209183
101,120,105,115,116,0,0,0,0,0,0,0,0.004193328182316007
100,117,112,108,105,99,97,116,101,0,0,0,0.0041950129217014735
114,101,115,101,114,118,97,116,105,111,110,0,0.004200254676953228
114,101,113,117,101,115,116,0,0,0,0,0,0.004198930136153206
101,114,114,111,114,0,0,0,0,0,0,0,0.004196386297777194
117,110,109,97,114,115,104,97,108,105,110,103,0.004204221419428809
114,101,113,117,101,115,116,0,0,0,0,0,0.004202897835871509
117,115,105,110,103,0,0,0,0,0,0,0,0.004200406378917555
102,97,115,116,0,0,0,0,0,0,0,0,0.004197881684319297
105,110,102,111,0,0,0,0,0,0,0,0,0.004195382947923604
115,101,116,0,0,0,0,0,0,0,0,0,0.004192920201858969
99,111,109,0,0,0,0,0,0,0,0,0,0.004190595140528152
101,120,112,101,100,105,97,0,0,0,0,0,0.0041897273862884854
101,101,115,108,101,103,97,99,121,0,0,0,0.004191478339067876
98,111,111,107,105,110,103,0,0,0,0,0,0.004190520561711968
115,101,114,118,105,99,101,108,101,103,97,99,0.004201092518895423
98,111,111,107,105,110,103,0,0,0,0,0,0.004200122303973909
101,120,99,101,112,116,105,111,110,115,116,110,0.004253685807380538
115,117,112,112,108,105,101,114,0,0,0,0,0.004253396387615369
101,114,114,111,114,0,0,0,0,0,0,0,0.004250857429897445
99,111,100,101,0,0,0,0,0,0,0,0,0.004248535343834038
99,111,109,0,0,0,0,0,0,0,0,0,0.0042462194007183325
101,120,112,101,100,105,97,0,0,0,0,0,0.004245272851377728
101,101,115,108,101,103,97,99,121,0,0,0,0.004246859475101617
98,111,111,107,105,110,103,0,0,0,0,0,0.0042458244479111505
115,101,114,118,105,99,101,0,0,0,0,0,0.00424471223561178
108,101,103,97,99,121,0,0,0,0,0,0,0.004243000608642727
98,111,111,107,105,110,103,0,0,0,0,0,0.004241977629208763
101,120,99,101,112,116,105,111,110,115,0,0,0.004244880374393706
115,117,112,112,108,105,101,114,0,0,0,0,0.004244614683211796
101,114,114,111,114,0,0,0,0,0,0,0,0.0042421339951543005
99,111,100,101,0,0,0,0,0,0,0,0,0.004239863113139065
116,110,111,119,101,114,114,111,114,97,116,116,0.00424921020798835
102,97,105,108,117,114,101,0,0,0,0,0,0.004248198663974921
118,97,108,105,100,97,116,101,0,0,0,0,0.0042483461298150615
98,111,111,107,105,110,103,0,0,0,0,0,0.004247329913379868
102,105,110,97,108,0,0,0,0,0,0,0,0.004245190131545178
114,101,115,101,114,118,97,116,105,111,110,0,0.004249953466728711
112,114,105,99,101,0,0,0,0,0,0,0,0.004247730235562857
99,104,101,99,107,0,0,0,0,0,0,0,0.004245719418532591
102,97,105,108,101,100,0,0,0,0,0,0,0.004244206798407246
98,111,111,107,105,110,103,0,0,0,0,0,0.004243207411400767
113,117,111,116,101,107,101,121,0,0,0,0,0.004242921729171573
102,105,110,97,108,0,0,0,0,0,0,0,0.004240811977638789
114,101,115,101,114,118,97,116,105,111,110,0,0.004245532531450519
112,114,105,99,101,0,0,0,0,0,0,0,0.00424334027808086
99,104,101,99,107,0,0,0,0,0,0,0,0.004241357711695052
102,97,105,108,101,100,0,0,0,0,0,0,0.004239868580226548
98,111,111,107,105,110,103,0,0,0,0,0,0.004238888037528962
114,97,116,101,0,0,0,0,0,0,0,0,0.004236524791093989
114,101,113,117,101,115,116,101,100,0,0,0,0.004237748367018912
117,115,100,0,0,0,0,0,0,0,0,0,0.004235431612472577
110,101,119,0,0,0,0,0,0,0,0,0,0.004233137632974182
114,97,116,101,0,0,0,0,0,0,0,0,0.0042307910985774555
117,115,100,0,0,0,0,0,0,0,0,0,0.004228485331915271
112,108,101,97,115,101,0,0,0,0,0,0,0.004226826816377751
116,114,121,0,0,0,0,0,0,0,0,0,0.004224347084725932
110,101,119,0,0,0,0,0,0,0,0,0,0.004222072178216027
114,97,116,101,0,0,0,0,0,0,0,0,0.004219747385576531
104,111,109,101,0,0,0,0,0,0,0,0,0.004217455704933233
112,104,111,110,101,0,0,0,0,0,0,0,0.004215267096261262
109,117,115,116,0,0,0,0,0,0,0,0,0.004212680505415163
110,117,109,101,114,105,99,0,0,0,0,0,0.004211665596738408
105,110,99,108,117,100,101,0,0,0,0,0,0.004210796163662735
97,114,101,97,0,0,0,0,0,0,0,0,0.004208679319889284
99,111,100,101,0,0,0,0,0,0,0,0,0.004206547478760536
104,111,116,101,108,0,0,0,0,0,0,0,0.004204369416327583
98,111,111,107,105,110,103,0,0,0,0,0,0.004203469113697404
101,114,114,111,114,0,0,0,0,0,0,0,0.004201169543582934
98,111,111,107,101,100,0,0,0,0,0,0,0.004199633020969593
114,97,116,101,0,0,0,0,0,0,0,0,0.004197364019535693
101,120,99,101,101,100,115,0,0,0,0,0,0.004196554802770585
113,117,111,116,101,100,0,0,0,0,0,0,0.004194751058792144
114,97,116,101,0,0,0,0,0,0,0,0,0.004192495885463749
98,111,111,107,105,110,103,0,0,0,0,0,0.004191623538177029
101,114,114,111,114,0,0,0,0,0,0,0,0.004189359779594802
112,114,111,112,101,114,116,121,0,0,0,0,0.004189062247890848
101,114,114,111,114,0,0,0,0,0,0,0,0.004186808892970439
98,111,111,107,105,110,103,0,0,0,0,0,0.004185951178228558
101,114,114,111,114,0,0,0,0,0,0,0,0.004183708060560968
104,111,116,101,108,0,0,0,0,0,0,0,0.004181599117024972
98,111,111,107,105,110,103,0,0,0,0,0,0.004180753384214536
101,114,114,111,114,0,0,0,0,0,0,0,0.004178525623458482
98,111,111,107,105,110,103,0,0,0,0,0,0.004177687307111432
101,114,114,111,114,0,0,0,0,0,0,0,0.0041754695862044845
104,111,116,101,108,0,0,0,0,0,0,0,0.004173384807539458
98,111,111,107,105,110,103,0,0,0,0,0,0.004172558201386936
101,114,114,111,114,0,0,0,0,0,0,0,0.004170355547910456
114,97,116,101,0,0,0,0,0,0,0,0,0.0041681694877646076
97,118,97,105,108,97,98,108,101,0,0,0,0.0041699231470626544
104,111,116,101,108,0,0,0,0,0,0,0,0.004167859311301934
98,111,111,107,105,110,103,0,0,0,0,0,0.004167047336573537
101,114,114,111,114,0,0,0,0,0,0,0,0.004164866507084953
100,111,117,98,108,101,0,0,0,0,0,0,0.004163366400773925
98,111,111,107,0,0,0,0,0,0,0,0,0.004161213839286678
104,111,116,101,108,0,0,0,0,0,0,0,0.00415917303975124
98,111,111,107,105,110,103,0,0,0,0,0,0.004158380055334914
101,114,114,111,114,0,0,0,0,0,0,0,0.004156223139075125
116,114,121,0,0,0,0,0,0,0,0,0,0.004153928079860686
104,111,116,101,108,98,111,111,107,0,0,0,0.004155349084379379
105,110,118,97,108,105,100,0,0,0,0,0,0.004154584411055558
105,110,105,116,105,97,108,115,0,0,0,0,0.004154718737854541
109,117,115,116,0,0,0,0,0,0,0,0,0.004152332108060136
97,108,112,104,97,0,0,0,0,0,0,0,0.004150518798867146
110,117,109,101,114,105,99,0,0,0,0,0,0.0041496600086806295
99,104,97,114,97,99,116,101,114,115,0,0,0.004152776244618611
109,97,121,0,0,0,0,0,0,0,0,0,0.004150722854506306
99,111,110,116,97,105,110,0,0,0,0,0,0.004149929152820226
115,112,101,99,105,97,108,0,0,0,0,0,0.004149234478091694
99,104,97,114,97,99,116,101,114,115,0,0,0.0041523328044292904
104,111,116,101,108,114,111,111,109,0,0,0,0.004153575015634179
117,110,97,118,97,105,108,97,98,108,101,0,0.004158507972449835
104,111,116,101,108,105,100,0,0,0,0,0,0.004157736010502871
114,97,116,101,99,111,100,101,0,0,0,0,0.004158053514940512
114,111,111,109,99,111,100,101,0,0,0,0,0.004158222173924855
114,97,116,101,97,99,99,101,115,115,99,111,0.0041701772149788955
104,111,115,116,99,111,100,101,0,0,0,0,0.004170314803915656
103,117,101,115,116,99,111,117,110,116,0,0,0.004172891456268779
105,116,105,110,101,114,97,114,121,97,108,114,0.004214659307485344
105,110,102,111,114,109,97,116,105,111,110,0,0.004219056074054086
114,101,113,117,105,114,101,100,0,0,0,0,0.004219036574633801
112,114,111,99,101,115,115,105,110,103,0,0,0.004221646872493245
114,101,113,117,101,115,116,0,0,0,0,0,0.004220519858257717
99,114,101,97,116,101,100,0,0,0,0,0,0.0042198192817903294
114,101,113,117,101,115,116,101,100,0,0,0,0.0042209480808955
105,116,105,110,101,114,97,114,121,0,0,0,0.004222029378752045
99,114,101,97,116,101,100,0,0,0,0,0,0.004221330398859298
105,110,118,97,108,105,100,0,0,0,0,0,0.00422050490484798
99,111,117,110,116,114,121,99,111,100,101,0,0.004224738587715193
105,110,118,97,108,105,100,0,0,0,0,0,0.004223911213970125
110,117,109,98,101,114,0,0,0,0,0,0,0.004222312465022497
97,114,103,117,109,101,110,116,115,0,0,0,0.004223388574896712
105,110,118,97,108,105,100,0,0,0,0,0,0.004222567175237474
114,111,111,109,0,0,0,0,0,0,0,0,0.0042203564050521895
103,117,101,115,116,0,0,0,0,0,0,0,0.004218287544481125
99,111,117,110,116,0,0,0,0,0,0,0,0.004216214805834986
112,108,101,97,115,101,0,0,0,0,0,0,0.004214765369735602
112,114,111,118,105,100,101,0,0,0,0,0,0.00421380979162622
103,117,101,115,116,0,0,0,0,0,0,0,0.0042117584963903216
110,97,109,101,0,0,0,0,0,0,0,0,0.004209808230123852
114,111,111,109,0,0,0,0,0,0,0,0,0.0042076260615314
108,97,115,116,0,0,0,0,0,0,0,0,0.004205523240162639
110,97,109,101,0,0,0,0,0,0,0,0,0.00420358319817971
109,117,115,116,0,0,0,0,0,0,0,0,0.004201311821321576
108,101,97,115,116,0,0,0,0,0,0,0,0.004199410609037328
116,119,111,0,0,0,0,0,0,0,0,0,0.004197298296233592
99,104,97,114,97,99,116,101,114,115,0,0,0.004200109459957882
114,111,111,109,0,0,0,0,0,0,0,0,0.004197951812719048
105,110,118,97,108,105,100,108,97,115,116,110,0.004211678039242794
109,105,115,115,105,110,103,0,0,0,0,0,0.0042107328578161575
99,111,110,102,105,114,109,97,116,105,111,110,0.004216933589831349
110,117,109,98,101,114,0,0,0,0,0,0,0.0042153879399255455
109,105,115,115,105,110,103,0,0,0,0,0,0.004214442219157822
105,110,118,101,110,116,111,114,121,0,0,0,0.0042153041387775715
115,111,117,114,99,101,0,0,0,0,0,0,0.004213701951276737
99,111,100,101,0,0,0,0,0,0,0,0,0.004211842436863976
109,105,115,115,105,110,103,0,0,0,0,0,0.004210907218224344
114,111,111,109,0,0,0,0,0,0,0,0,0.004208775273934958
116,121,112,101,0,0,0,0,0,0,0,0,0.004206606066270973
114,97,116,101,0,0,0,0,0,0,0,0,0.004204620629003262
112,108,97,110,0,0,0,0,0,0,0,0,0.00420264666600568
99,111,100,101,0,0,0,0,0,0,0,0,0.004200806536206716
109,117,108,116,105,112,108,101,0,0,0,0,0.004200729148486435
98,111,111,107,105,110,103,0,0,0,0,0,0.004199955462176738
112,114,111,103,114,101,115,115,0,0,0,0,0.004199806688575294
112,108,101,97,115,101,0,0,0,0,0,0,0.0041984306880799484
114,101,116,114,121,0,0,0,0,0,0,0,0.004196354869816779
97,118,97,105,108,97,98,105,108,116,121,0,0.004200665807146843
102,111,117,110,100,0,0,0,0,0,0,0,0.004198804329020972
114,101,115,101,114,118,97,116,105,111,110,0,0.0042028376792248735
114,101,113,117,101,115,116,0,0,0,0,0,0.00420181198761368
112,108,101,97,115,101,0,0,0,0,0,0,0.004200446422594263
116,114,121,0,0,0,0,0,0,0,0,0,0.004198373772396947
99,111,114,114,101,99,116,0,0,0,0,0,0.004197542410407537
114,111,111,109,116,121,112,101,99,111,100,101,0.004203440752121911
110,97,116,105,118,101,0,0,0,0,0,0,0.004201977253409042
114,111,111,109,0,0,0,0,0,0,0,0,0.004199906521813477
114,97,116,101,0,0,0,0,0,0,0,0,0.004197974766209654
113,117,101,114,121,105,100,0,0,0,0,0,0.004197014359509028
114,101,113,114,97,116,101,112,108,97,110,105,0.004205171739019461
114,101,113,114,111,111,109,116,121,112,101,105,0.004212968637159865
115,117,112,112,108,105,101,114,114,97,116,101,0.004234949322261571
115,117,112,112,108,105,101,114,114,111,111,109,0.0042564513381835745
115,117,112,112,108,105,101,114,114,97,116,101,0.004293252640287394
97,118,97,105,108,97,98,105,108,116,121,0,0.004297207048753008
102,111,117,110,100,0,0,0,0,0,0,0,0.004295311611942184
114,101,115,101,114,118,97,116,105,111,110,0,0.004298994062224331
114,101,113,117,101,115,116,0,0,0,0,0,0.004297864623139943
112,108,101,97,115,101,0,0,0,0,0,0,0.0042964323936658865
116,114,121,0,0,0,0,0,0,0,0,0,0.004294367128591431
99,111,114,114,101,99,116,0,0,0,0,0,0.004293430139897291
114,111,111,109,116,121,112,101,99,111,100,101,0.004298900662105414
110,97,116,105,118,101,0,0,0,0,0,0,0.004297372556587908
114,111,111,109,0,0,0,0,0,0,0,0,0.004295293015738921
114,97,116,101,0,0,0,0,0,0,0,0,0.004293350803210641
111,110,101,0,0,0,0,0,0,0,0,0,0.004291530645930382
114,111,111,109,0,0,0,0,0,0,0,0,0.004289460422755885
116,105,109,101,0,0,0,0,0,0,0,0,0.0042875034789869185
109,97,121,0,0,0,0,0,0,0,0,0,0.004285651544569349
114,101,115,101,114,118,101,100,0,0,0,0,0.004285536799755905
112,108,101,97,115,101,0,0,0,0,0,0,0.004284137009750694
114,101,115,117,98,109,105,116,0,0,0,0,0.004283939100204797
98,111,111,107,105,110,103,0,0,0,0,0,0.004283099306562636
114,101,113,117,101,115,116,0,0,0,0,0,0.00428201279894178
112,111,115,116,97,108,0,0,0,0,0,0,0.004280430549329695
99,111,100,101,0,0,0,0,0,0,0,0,0.004278654692906417
99,111,110,116,97,105,110,115,0,0,0,0,0.004278559672346644
105,110,118,97,108,105,100,0,0,0,0,0,0.0042777478419048385
105,110,115,117,102,102,105,99,105,101,110,116,0.00428329433667496
100,97,116,97,0,0,0,0,0,0,0,0,0.00428153465373307
112,114,105,99,101,0,0,0,0,0,0,0,0.004279781436511053
99,104,97,110,103,101,0,0,0,0,0,0,0.004278562125366089
104,97,112,112,101,110,101,100,0,0,0,0,0.004278667823456611
103,105,118,101,110,0,0,0,0,0,0,0,0.004276877523553163
112,114,111,100,117,99,116,0,0,0,0,0,0.004275875911035287
117,115,100,0,0,0,0,0,0,0,0,0,0.004274031926153978
112,114,105,99,101,99,104,97,110,103,101,100,0.004279855467158451
99,111,109,111,114,98,105,116,122,116,98,115,0.004403389884643844
115,101,108,108,0,0,0,0,0,0,0,0,0.004401400022340782
114,97,116,101,0,0,0,0,0,0,0,0,0.004399444384402368
114,101,113,117,101,115,116,0,0,0,0,0,0.0043982264559551025
108,101,115,115,0,0,0,0,0,0,0,0,0.004396191890530112
114,101,112,114,105,99,101,0,0,0,0,0,0.0043952215911197585
115,101,108,108,0,0,0,0,0,0,0,0,0.004393247861287585
114,97,116,101,0,0,0,0,0,0,0,0,0.004391308103610283
117,115,100,0,0,0,0,0,0,0,0,0,0.004389426558345799
99,104,97,110,103,101,0,0,0,0,0,0,0.004388115180389555
114,97,116,101,0,0,0,0,0,0,0,0,0.0043861839733387266
99,97,110,0,0,0,0,0,0,0,0,0,0.004384510327444408
112,114,111,99,101,115,115,0,0,0,0,0,0.004383399334372499
114,101,113,117,101,115,116,110,116,97,116,0,0.004386586886762048
99,111,109,111,114,98,105,116,122,116,98,115,0.005411554363616047
99,111,109,111,114,98,105,116,122,116,98,115,0.006298104455146993
112,114,105,99,101,0,0,0,0,0,0,0,0.006294654159170158
99,104,97,110,103,101,100,0,0,0,0,0,0.006291679871614195
112,114,111,112,101,114,116,121,0,0,0,0,0.006288265027023478
97,118,97,105,108,97,98,108,101,0,0,0,0.006286312562810693
98,111,111,107,105,110,103,0,0,0,0,0,0.006283034037332134
116,105,109,101,0,0,0,0,0,0,0,0,0.006279800341485833
114,97,116,101,0,0,0,0,0,0,0,0,0.006276602876747687
97,118,97,105,108,97,98,108,101,0,0,0,0.006274676818809354
114,101,115,101,114,118,97,116,105,111,110,0,0.006274021881267985
114,101,113,117,101,115,116,0,0,0,0,0,0.006270444363643642
100,117,112,108,105,99,97,116,101,100,0,0,0.006269170125655793
112,108,101,97,115,101,0,0,0,0,0,0,0.006265802678783786
99,111,114,114,101,99,116,0,0,0,0,0,0.006262489680181131
105,110,102,111,114,109,97,116,105,111,110,115,0.006263165048350577
99,111,110,116,97,99,116,0,0,0,0,0,0.0062599288138399135
117,115,0,0,0,0,0,0,0,0,0,0,0.006257740591313328
114,101,115,101,114,118,97,116,105,111,110,0,0.006257126530180814
114,101,113,117,105,114,101,115,0,0,0,0,0.006254048723209162
97,103,101,110,116,0,0,0,0,0,0,0,0.006250760021157012
99,111,110,102,105,114,109,0,0,0,0,0,0.006247537608555052
114,101,115,101,114,118,97,116,105,111,110,0,0.006246947078310829
108,111,99,107,101,100,0,0,0,0,0,0,0.006243730197926392
114,111,111,109,0,0,0,0,0,0,0,0,0.006240453572142958
99,111,100,101,0,0,0,0,0,0,0,0,0.006237529185270143
105,110,118,97,108,105,100,0,0,0,0,0,0.006234412536738955
115,111,108,100,111,117,116,0,0,0,0,0,0.006230947003004024
114,111,111,109,0,0,0,0,0,0,0,0,0.00622769238809651
116,114,121,105,110,103,0,0,0,0,0,0,0.006224076611850692
98,111,111,107,0,0,0,0,0,0,0,0,0.0062210154437573675
115,111,108,100,0,0,0,0,0,0,0,0,0.00621788762521973
112,108,101,97,115,101,0,0,0,0,0,0,0.006214645498856711
99,104,111,111,115,101,0,0,0,0,0,0,0.0062113393681636694
97,110,111,116,104,101,114,0,0,0,0,0,0.006208177653937897
101,114,114,111,114,115,115,117,112,112,108,105,0.0062289300850884854
104,111,116,101,108,0,0,0,0,0,0,0,0.006225594776312387
114,111,111,109,0,0,0,0,0,0,0,0,0.006222380140996343
116,121,112,101,0,0,0,0,0,0,0,0,0.0062191199373804705
102,111,117,110,100,0,0,0,0,0,0,0,0.006215800888487556
104,111,116,101,108,0,0,0,0,0,0,0,0.006212487614689985
112,108,101,97,115,101,0,0,0,0,0,0,0.006209286867344032
115,101,108,101,99,116,0,0,0,0,0,0,0.006206032776553173
100,105,102,102,101,114,101,110,116,0,0,0,0.006204071148783151
114,111,111,109,0,0,0,0,0,0,0,0,0.006200893537494085
100,97,116,101,115,0,0,0,0,0,0,0,0.006197719484399594
104,111,116,101,108,0,0,0,0,0,0,0,0.006194441686391196
115,111,114,114,121,0,0,0,0,0,0,0,0.006190822852150929
97,118,97,105,108,97,98,105,108,105,116,121,0.0061919193209470464
102,111,117,110,100,0,0,0,0,0,0,0,0.006188659017523261
114,101,115,101,114,118,97,116,105,111,110,0,0.006188199214682195
114,101,113,117,101,115,116,0,0,0,0,0,0.0061848941560393314
118,101,114,105,102,121,0,0,0,0,0,0,0.006181497273871103
97,110,111,116,104,101,114,0,0,0,0,0,0.0061784432981020826
99,104,111,105,99,101,0,0,0,0,0,0,0.006175471913460868
