Label,ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,AggregateByteValue
1648,99,111,109,111,114,98,105,116,122,116,98,115,0.01841123226639256
1648,99,111,109,111,114,98,105,116,122,116,98,115,0.01854933045353695
1648,99,111,109,111,114,98,105,116,122,116,98,115,0.018634526912055284
1648,99,111,109,111,114,98,105,116,122,116,98,115,0.018701223786728626
1648,99,111,109,111,114,98,105,116,122,116,98,115,0.018827163224084804
1648,99,111,109,111,114,98,105,116,122,116,98,115,0.018910872680245955
1648,99,111,109,111,114,98,105,116,122,116,98,115,0.01897630727066908
1648,99,111,109,111,114,98,105,116,122,116,98,115,0.019110215842937386
1648,99,111,109,111,114,98,105,116,122,116,98,115,0.019112283254664325
1648,98,97,100,0,0,0,0,0,0,0,0,0,0.01911068706585249
1648,97,117,116,104,0,0,0,0,0,0,0,0,0.019108402012807058
1648,99,97,117,115,105,110,103,0,0,0,0,0,0.019104898043196764
1648,99,114,101,100,105,116,97,117,116,104,114,101,0.019100478434012684
1648,97,99,99,111,117,110,116,0,0,0,0,0,0.019096962294988855
1648,110,117,109,98,101,114,0,0,0,0,0,0,0.019093790711728318
1648,101,114,114,111,114,97,100,100,114,101,115,115,0.019096317879364468
1648,101,114,114,111,114,99,114,101,100,105,116,99,0.01909226229265717
1648,116,110,111,119,101,114,114,111,114,97,116,116,0.01908692976851267
1648,99,99,116,114,97,110,115,97,99,116,105,111,0.019081732476717222
1648,99,99,116,114,97,110,115,97,99,116,105,111,0.01907654167676553
1648,116,114,97,110,115,97,99,116,105,111,110,115,0.01907136031835308
1648,116,114,97,110,115,97,99,116,105,111,110,0,0.019066661427176633
1648,114,101,102,117,115,101,100,0,0,0,0,0,0.019063164861467048
1648,116,114,97,110,115,97,99,116,105,111,110,115,0.019057998830014803
1648,116,110,111,119,101,114,114,111,114,97,116,116,0.019052700502263174
1648,101,114,114,111,114,99,114,101,100,105,116,99,0.019073036112102305
1648,97,112,112,108,105,99,97,116,105,111,110,0,0.019068455727199
1648,101,114,114,111,114,109,101,115,115,97,103,101,0.019106229385960957
1648,99,97,114,100,0,0,0,0,0,0,0,0,0.01910410892190403
1648,116,114,97,110,115,97,99,116,105,111,110,0,0.019099425713950853
1648,114,101,101,110,116,101,114,117,115,117,97,108,0.019094144150909393
1648,105,110,118,97,108,105,100,0,0,0,0,0,0.019090703515097934
1648,97,100,100,114,101,115,115,0,0,0,0,0,0.019087270145182526
1648,99,99,0,0,0,0,0,0,0,0,0,0,0.019086174539522095
1648,99,108,101,97,114,105,110,103,0,0,0,0,0.01908247215360465
1648,104,111,117,115,101,0,0,0,0,0,0,0,0.019079724075675722
1648,99,111,109,109,111,110,101,114,114,111,114,115,0.019074474497890195
1648,101,114,114,111,114,99,114,101,100,105,116,99,0.019084621878763176
1648,105,110,116,101,114,110,97,108,0,0,0,0,0.019080791937153778
1648,97,112,112,108,105,99,97,116,105,111,110,0,0.01907623878599302
1648,101,114,114,111,114,109,101,115,115,97,103,101,0.019129437129897005
1648,101,120,112,105,114,97,116,105,111,110,0,0,0.01912495324377034
1648,100,97,116,101,0,0,0,0,0,0,0,0,0.01912282272736092
1648,99,111,109,109,111,110,101,114,114,111,114,115,0.01911757292509024
1648,101,114,114,111,114,99,114,101,100,105,116,99,0.019128563296913634
1648,105,110,116,101,114,110,97,108,0,0,0,0,0.019124742786865233
1648,97,112,112,108,105,99,97,116,105,111,110,0,0.019120198899645818
1648,101,114,114,111,114,109,101,115,115,97,103,101,0.019134709983777188
1648,101,120,99,101,112,116,105,111,110,105,110,118,0.01913038429072868
1648,99,114,101,100,105,116,0,0,0,0,0,0,0.019127356004267838
1648,99,97,114,100,0,0,0,0,0,0,0,0,0.01912525909885707
1648,110,117,109,98,101,114,0,0,0,0,0,0,0.01912215324475772
1648,99,111,109,109,111,110,101,114,114,111,114,115,0.01911693244064289
1648,101,114,114,111,114,99,114,101,100,105,116,99,0.019126894779908386
1648,105,110,116,101,114,110,97,108,0,0,0,0,0.019123095299940558
1648,97,112,112,108,105,99,97,116,105,111,110,0,0.01911857648177301
1648,101,114,114,111,114,109,101,115,115,97,103,101,0.019153677629977047
1648,112,97,121,109,101,110,116,0,0,0,0,0,0.01915014969414181
1648,100,101,116,97,105,108,115,0,0,0,0,0,0.019146759080399475
1648,99,114,101,100,105,116,99,97,114,100,0,0,0.019142578488901697
1648,110,117,109,98,101,114,0,0,0,0,0,0,0.01913948652304553
1648,111,107,0,0,0,0,0,0,0,0,0,0,0.019138293211979376
1648,101,120,112,105,114,121,0,0,0,0,0,0,0.019135067316878526
1648,100,97,116,101,0,0,0,0,0,0,0,0,0.019132959712781783
1648,112,97,115,116,0,0,0,0,0,0,0,0,0.01913070585760219
1648,101,116,99,0,0,0,0,0,0,0,0,0,0.019129037330807026
1648,99,111,109,109,111,110,101,114,114,111,114,115,0.01912384409650753
1648,101,114,114,111,114,99,114,101,100,105,116,99,0.01912315108420143
1648,97,112,112,108,105,99,97,116,105,111,110,0,0.0191186569640705
1648,101,114,114,111,114,109,101,115,115,97,103,101,0.01913301342503476
1648,101,120,99,101,112,116,105,111,110,116,104,101,0.01912824737492869
1648,99,114,101,100,105,116,0,0,0,0,0,0,0.019125251167019384
1648,99,97,114,100,0,0,0,0,0,0,0,0,0.019123176448880633
1648,110,117,109,98,101,114,0,0,0,0,0,0,0.019120103473002106
1648,118,97,108,105,100,99,111,109,109,111,110,101,0.019116173497826332
1648,101,114,114,111,114,109,105,115,109,97,116,99,0.01911649678663729
1648,101,114,114,111,114,112,104,111,110,101,99,97,0.019117426433652256
1648,101,114,114,111,114,112,111,115,116,97,108,99,0.01911735059172853
1648,101,114,114,111,114,112,114,111,118,105,110,99,0.019115998553682834
1648,101,114,114,111,114,115,114,101,115,105,110,102,0.01911569762857969
1648,101,114,114,111,114,115,114,101,115,105,110,102,0.019117991671340855
1648,101,114,114,111,114,115,114,101,115,105,110,102,0.01912026382470656
1648,101,114,114,111,114,115,115,117,112,112,108,105,0.019114917051136757
1648,109,115,116,101,114,114,116,114,97,118,99,99,0.019111364703013785
1648,109,121,115,116,105,113,117,101,98,111,111,107,0.019106208112002816
3296,114,101,109,111,118,101,0,0,0,0,0,0,0.01915674242884629
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.019154685686989775
3296,117,115,101,114,0,0,0,0,0,0,0,0,0.019152423433050507
3296,99,114,101,100,105,116,0,0,0,0,0,0,0.01914945543419216
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.01914740045236311
3296,100,101,99,108,105,110,101,0,0,0,0,0,0.019144165856762447
3296,99,114,101,100,105,116,0,0,0,0,0,0,0.01914120090634441
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.019139147963436843
3296,116,114,97,110,115,97,99,116,105,111,110,0,0.019134610917537747
3296,100,101,99,108,105,110,101,100,0,0,0,0,0.019131090586921133
3296,99,99,0,0,0,0,0,0,0,0,0,0,0.019130028777755263
3296,99,108,101,97,114,105,110,103,0,0,0,0,0.019126438429430806
3296,104,111,117,115,101,0,0,0,0,0,0,0,0.019123774412018082
3296,99,114,101,100,105,116,0,0,0,0,0,0,0.019120817210814375
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.019118769456398524
3296,116,114,97,110,115,97,99,116,105,111,110,0,0.019114245549407563
3296,100,101,99,108,105,110,101,100,0,0,0,0,0.019110734820983886
3296,99,114,101,100,105,116,0,0,0,0,0,0,0.019107782641725562
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.019105738251522744
3296,99,108,101,97,114,105,110,103,0,0,0,0,0.019102159504054646
3296,104,111,117,115,101,0,0,0,0,0,0,0,0.01909950357716455
3296,101,120,99,101,112,116,105,111,110,99,114,101,0.0190945520291553
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.019092511224940042
3296,116,114,97,110,115,97,99,116,105,111,110,0,0.019088004825322292
3296,100,101,99,108,105,110,101,100,0,0,0,0,0.0190845069199897
3296,99,99,0,0,0,0,0,0,0,0,0,0,0.019083451191622535
3296,99,108,101,97,114,105,110,103,0,0,0,0,0.019079883655171517
3296,104,111,117,115,101,0,0,0,0,0,0,0,0.01907723557366234
3296,99,111,109,109,111,110,101,114,114,111,114,115,0.019072177701984987
3296,101,120,99,101,112,116,105,111,110,99,114,101,0.019067250063920422
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.019065217108712514
3296,116,114,97,110,115,97,99,116,105,111,110,0,0.01906073027648512
3296,114,101,102,101,114,114,97,108,99,97,108,108,0.01905625775432005
3296,99,99,0,0,0,0,0,0,0,0,0,0,0.019055206160034824
3296,99,108,101,97,114,105,110,103,0,0,0,0,0.019051653958045534
3296,104,111,117,115,101,0,0,0,0,0,0,0,0.01904901665742873
3296,99,111,109,109,111,110,101,114,114,111,114,115,0.019043988843114736
3296,104,111,108,100,99,97,114,100,0,0,0,0,0.019040464987289646
3296,105,110,116,101,114,110,97,108,0,0,0,0,0.019036789197411755
3296,97,112,112,108,105,99,97,116,105,111,110,0,0.019032421080775682
3296,101,114,114,111,114,109,101,115,115,97,103,101,0.019068618020839177
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.019066594402809667
3296,101,114,114,111,114,0,0,0,0,0,0,0,0.019063931541570926
3296,115,116,97,116,117,115,0,0,0,0,0,0,0.019060787962836553
3296,114,101,102,117,115,101,100,0,0,0,0,0,0.019057464493279407
3296,99,111,109,109,111,110,101,114,114,111,114,115,0.01905245180686735
3296,109,101,115,115,97,103,101,114,101,102,101,114,0.019061191384868826
3296,101,120,99,101,112,116,105,111,110,99,114,101,0.01905630699133891
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.019054291069428787
3296,101,114,114,111,114,0,0,0,0,0,0,0,0.019051638383720856
3296,115,116,97,116,117,115,0,0,0,0,0,0,0.019048506890689654
3296,112,97,121,109,101,110,116,102,97,105,108,117,0.019043657054872265
3296,112,97,121,109,101,110,116,0,0,0,0,0,0.0190402617205117
3296,102,97,105,108,117,114,101,0,0,0,0,0,0.019036987774758738
3296,104,97,112,112,101,110,101,100,0,0,0,0,0.019033469038220233
3296,112,97,121,109,101,110,116,0,0,0,0,0,0.019030078217329372
3296,102,97,105,108,117,114,101,0,0,0,0,0,0.019026808637493186
3296,104,97,112,112,101,110,101,100,0,0,0,0,0.019023294699993108
3296,112,97,121,109,101,110,116,102,97,105,108,117,0.019018464350848686
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.01902050837278386
3296,98,97,100,0,0,0,0,0,0,0,0,0,0.019019017469755317
3296,97,117,116,104,0,0,0,0,0,0,0,0,0.019016883415011312
3296,99,97,117,115,105,110,103,0,0,0,0,0,0.019013613015604957
3296,99,114,101,100,105,116,97,117,116,104,114,101,0.019008704250900628
3296,104,111,110,111,114,0,0,0,0,0,0,0,0.0190060927898896
3296,112,97,121,109,101,110,116,0,0,0,0,0,0.01900271932488874
3296,102,97,105,108,117,114,101,0,0,0,0,0,0.018999466515203747
3296,104,97,112,112,101,110,101,100,0,0,0,0,0.018995970884552474
3296,112,97,121,109,101,110,116,102,97,105,108,117,0.018991168482132375
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.018993236193027507
3296,98,97,100,0,0,0,0,0,0,0,0,0,0.018991752570864738
3296,97,117,116,104,0,0,0,0,0,0,0,0,0.0189896290267733
3296,99,97,117,115,105,110,103,0,0,0,0,0,0.018986375356662148
3296,99,114,101,100,105,116,97,117,116,104,114,101,0.018982269158753094
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.018980278493506142
3296,112,97,121,109,101,110,116,0,0,0,0,0,0.018976922311747736
3296,102,97,105,108,117,114,101,0,0,0,0,0,0.018973686199561614
3296,104,97,112,112,101,110,101,100,0,0,0,0,0.01897020877916191
3296,112,97,121,109,101,110,116,102,97,105,108,117,0.018965434012155127
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.018967523274953192
3296,98,97,100,0,0,0,0,0,0,0,0,0,0.018966046922940353
3296,97,117,116,104,0,0,0,0,0,0,0,0,0.018963933868360604
3296,99,97,117,115,105,110,103,0,0,0,0,0,0.018960696855101974
3296,99,114,101,100,105,116,97,117,116,104,114,101,0.01895662294707609
3296,97,99,99,111,117,110,116,0,0,0,0,0,0.018953374342263293
3296,98,97,108,97,110,99,101,0,0,0,0,0,0.018950336420468096
3296,112,97,121,109,101,110,116,0,0,0,0,0,0.018946999289873277
3296,102,97,105,108,117,114,101,0,0,0,0,0,0.018943781585208017
3296,104,97,112,112,101,110,101,100,0,0,0,0,0.01894032425364633
3296,112,97,121,109,101,110,116,102,97,105,108,117,0.018935580101588325
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.018937694717254653
3296,98,97,100,0,0,0,0,0,0,0,0,0,0.01893622636391379
3296,97,117,116,104,0,0,0,0,0,0,0,0,0.01893412485442917
3296,99,97,117,115,105,110,103,0,0,0,0,0,0.01893090620462904
3296,99,114,101,100,105,116,97,117,116,104,114,101,0.018927188865690375
3296,99,97,108,108,0,0,0,0,0,0,0,0,0.018925208204979425
3296,108,111,99,97,108,0,0,0,0,0,0,0,0.018922782019004537
3296,98,97,0,0,0,0,0,0,0,0,0,0,0.01892177751517291
3296,110,117,109,98,101,114,0,0,0,0,0,0,0.018918863181770735
3296,114,101,102,101,114,114,101,100,0,0,0,0,0.018915370202655386
3296,114,101,115,101,114,118,97,116,105,111,110,0,0.018910975591532247
3296,99,97,110,0,0,0,0,0,0,0,0,0,0.01890945408565303
3296,112,114,111,99,101,115,115,101,100,0,0,0,0.01890561402589042
3296,99,114,101,100,105,116,0,0,0,0,0,0,0.018902780486210292
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.018900816512153574
3296,100,101,99,108,105,110,101,100,0,0,0,0,0.01889745457659567
3296,99,99,0,0,0,0,0,0,0,0,0,0,0.018896437203170684
3296,99,108,101,97,114,105,110,103,0,0,0,0,0.01889300808227422
3296,104,111,117,115,101,0,0,0,0,0,0,0,0.018890458846569175
3296,115,111,114,114,121,0,0,0,0,0,0,0,0.018887766823011392
3296,117,110,97,98,108,101,0,0,0,0,0,0,0.018884960948440457
3296,112,114,111,99,101,115,115,0,0,0,0,0,0.018881652894794758
3296,114,101,113,117,101,115,116,0,0,0,0,0,0.01887829315266217
3296,109,97,121,0,0,0,0,0,0,0,0,0,0.018876666135881404
3296,116,101,109,112,111,114,97,114,105,108,121,0,0.018872263892521564
3296,101,120,99,101,101,100,101,100,0,0,0,0,0.01886892020358143
3296,99,114,101,100,105,116,0,0,0,0,0,0,0.018866100032947745
3296,100,101,98,105,116,0,0,0,0,0,0,0,0.01886370791203676
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.018861753452285194
3296,108,105,109,105,116,0,0,0,0,0,0,0,0.018859240700260016
3296,112,108,101,97,115,101,0,0,0,0,0,0,0.01885642922465516
3296,99,104,111,111,115,101,0,0,0,0,0,0,0.01885358167766699
3296,100,105,102,102,101,114,101,110,116,0,0,0,0.018849860721339613
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.01884790960045849
3296,116,114,121,0,0,0,0,0,0,0,0,0,0.018846161621380007
3296,101,114,114,111,114,115,114,101,115,105,110,102,0.018846269392307283
3296,109,115,116,101,114,114,116,114,97,118,99,99,0.018847472055967367
3296,115,111,114,114,121,0,0,0,0,0,0,0,0.018844799965034437
3296,117,110,97,98,108,101,0,0,0,0,0,0,0.01884201524038638
3296,112,114,111,99,101,115,115,0,0,0,0,0,0.018838732389632736
3296,114,101,113,117,101,115,116,0,0,0,0,0,0.018835398209274178
3296,109,97,121,0,0,0,0,0,0,0,0,0,0.018833782975635326
3296,116,101,109,112,111,114,97,114,105,108,121,0,0.01882941647989217
3296,101,120,99,101,101,100,101,100,0,0,0,0,0.01882609879401493
3296,99,114,101,100,105,116,0,0,0,0,0,0,0.01882329983767878
3296,100,101,98,105,116,0,0,0,0,0,0,0,0.018820925482403213
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.018818985356292187
3296,108,105,109,105,116,0,0,0,0,0,0,0,0.018816491217374696
3296,112,108,101,97,115,101,0,0,0,0,0,0,0.01881370087691853
3296,99,104,111,111,115,101,0,0,0,0,0,0,0.018810874715065824
3296,100,105,102,102,101,114,101,110,116,0,0,0,0.01880718304415229
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.01880524621608533
3296,116,114,121,0,0,0,0,0,0,0,0,0,0.018803510844532915
3296,97,99,99,111,117,110,116,0,0,0,0,0,0.018800339032009974
3296,98,97,108,97,110,99,101,0,0,0,0,0,0.01879737330227832
3296,97,112,112,108,105,99,97,116,105,111,110,0,0.01879321845547308
3296,101,114,114,111,114,109,101,115,115,97,103,101,0.01880729693657031
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.01888335215735529
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.018942841683199912
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.01906459074600183
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.01913942075372609
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.019191624104093166
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.019261400659519128
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.019340295256036994
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.01941373682229482
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.019471012026321764
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.01960115308001899
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.01970977508802972
3296,99,99,0,0,0,0,0,0,0,0,0,0,0.019708752288568533
3296,99,108,101,97,114,105,110,103,0,0,0,0,0.01970526753473173
3296,104,111,117,115,101,0,0,0,0,0,0,0,0.01970269329773274
3296,99,111,109,109,111,110,101,114,114,111,114,115,0.019697578952329313
3296,99,111,109,111,114,98,105,116,122,116,98,115,0.01969879338782154
3296,98,97,100,0,0,0,0,0,0,0,0,0,0.01969732673243219
3296,97,117,116,104,0,0,0,0,0,0,0,0,0.019695225224031075
3296,99,97,117,115,105,110,103,0,0,0,0,0,0.01969198984271022
3296,99,114,101,100,105,116,97,117,116,104,114,101,0.01968722235121539
3296,110,101,103,97,116,105,118,101,0,0,0,0,0.019683678499120647
3296,98,108,111,99,107,0,0,0,0,0,0,0,0.0196812481710861
3296,108,105,115,116,0,0,0,0,0,0,0,0,0.019679098052067173
3296,104,111,110,111,114,0,0,0,0,0,0,0,0.019676525495541417
3296,101,114,114,111,114,109,101,115,115,97,103,101,0.019709298735644178
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.019707330382570207
3296,116,114,97,110,115,97,99,116,105,111,110,0,0.01970293672699713
3296,112,105,99,107,117,112,0,0,0,0,0,0,0.019700000458105077
3296,101,114,114,111,114,99,114,101,100,105,116,99,0.01969600324449919
3296,101,120,99,101,101,100,101,100,99,97,114,100,0.01969134659331632
3296,105,110,116,101,114,110,97,108,0,0,0,0,0.019687763640410024
3296,97,112,112,108,105,99,97,116,105,111,110,0,0.019683479721540924
3296,101,114,114,111,114,0,0,0,0,0,0,0,0.019680896247032797
3296,109,101,115,115,97,103,101,114,101,102,101,114,0.019688312588470477
3296,101,120,99,101,112,116,105,111,110,99,114,101,0.01968346600349043
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.019681508532996876
3296,101,114,114,111,114,0,0,0,0,0,0,0,0.019678930301023315
3296,115,116,97,116,117,115,0,0,0,0,0,0,0.01967588296667031
3296,108,105,109,105,116,0,0,0,0,0,0,0,0.019673364501030573
3296,101,120,99,101,101,100,101,100,0,0,0,0,0.01966999677748522
3296,99,111,109,109,111,110,101,114,114,111,114,115,0.019664952676439314
3296,101,114,114,111,114,99,114,101,100,105,116,99,0.01966099769049652
3296,105,110,116,101,114,110,97,108,0,0,0,0,0.019657437481898375
3296,97,112,112,108,105,99,97,116,105,111,110,0,0.01965318190011654
3296,101,114,114,111,114,109,101,115,115,97,103,101,0.019665510913323313
3296,101,120,99,101,112,116,105,111,110,105,110,118,0.019661266123645375
3296,115,117,98,115,99,114,105,98,101,114,0,0,0.019657176190856662
3296,110,97,109,101,109,101,114,99,104,97,110,116,0.01965281513873344
3296,99,111,109,109,111,110,101,114,114,111,114,115,0.01964780354762046
3296,101,114,114,111,114,99,114,101,100,105,116,99,0.01964387717124071
3296,105,110,116,101,114,110,97,108,0,0,0,0,0.019640336665238733
3296,97,112,112,108,105,99,97,116,105,111,110,0,0.019636105272869714
3296,101,114,114,111,114,109,101,115,115,97,103,101,0.019648403027832176
3296,101,120,99,101,112,116,105,111,110,117,110,107,0.01964335610916322
3296,102,97,105,108,117,114,101,0,0,0,0,0,0.019640193443126387
3296,99,111,109,109,111,110,101,114,114,111,114,115,0.019635208319980085
3296,101,114,114,111,114,99,114,101,100,105,116,99,0.019631304964448527
3296,105,110,116,101,114,110,97,108,0,0,0,0,0.019627780776038432
3296,97,112,112,108,105,99,97,116,105,111,110,0,0.019623569351820247
3296,101,114,114,111,114,109,101,115,115,97,103,101,0.019635837510853328
3296,101,120,99,101,112,116,105,111,110,120,109,108,0.019631280972438096
3296,112,97,114,115,101,100,0,0,0,0,0,0,0.019628471931300066
3296,112,97,121,109,101,110,116,0,0,0,0,0,0.019625209885327195
3296,112,114,111,118,105,100,101,114,0,0,0,0,0.019621623498312958
3296,99,111,109,109,111,110,101,114,114,111,114,115,0.019616669558203997
3296,101,114,114,111,114,99,114,101,100,105,116,99,0.0196127939800011
3296,105,110,116,101,114,110,97,108,0,0,0,0,0.019609288349945447
3296,97,112,112,108,105,99,97,116,105,111,110,0,0.019605099791234606
3296,101,114,114,111,114,109,101,115,115,97,103,101,0.019649087741134517
3296,110,101,116,119,111,114,107,0,0,0,0,0,0.019645772919919695
3296,114,101,97,99,104,0,0,0,0,0,0,0,0.019643445554485106
3296,105,115,115,117,105,110,103,0,0,0,0,0,0.019640174485805215
3296,98,97,110,107,0,0,0,0,0,0,0,0,0.01963824517815038
3296,99,111,109,109,111,110,101,114,114,111,114,115,0.019633303305552362
3296,101,114,114,111,114,99,114,101,100,105,116,99,0.01963224258878284
3296,97,112,112,108,105,99,97,116,105,111,110,0,0.019628065323324114
3296,101,114,114,111,114,109,101,115,115,97,103,101,0.019640224052087322
3296,101,120,99,101,112,116,105,111,110,105,110,116,0.019635391744131384
3296,101,114,114,111,114,0,0,0,0,0,0,0,0.019632873870335642
3296,112,97,121,109,101,110,116,0,0,0,0,0,0.019629638779932148
3296,112,114,111,118,105,100,101,114,0,0,0,0,0.019626081977650582
3296,97,110,121,116,104,105,110,103,0,0,0,0,0.019622573205450765
3296,99,111,109,109,111,110,101,114,114,111,114,115,0.01961766207851709
3296,101,114,114,111,114,99,114,101,100,105,116,99,0.019616619478075734
3296,97,112,112,108,105,99,97,116,105,111,110,0,0.019612465288167544
3296,101,114,114,111,114,109,101,115,115,97,103,101,0.019624591801004482
3296,101,120,99,101,112,116,105,111,110,105,110,118,0.019620462015972145
3296,97,109,111,117,110,116,0,0,0,0,0,0,0.019617583647198684
3296,99,111,109,109,111,110,101,114,114,111,114,115,0.019612694575260436
3296,101,120,112,105,114,101,100,0,0,0,0,0,0.019609546799734968
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.019607648689661087
3296,104,111,108,100,0,0,0,0,0,0,0,0,0.01960568435664737
3296,99,97,114,100,0,0,0,0,0,0,0,0,0.0196037870738137
3296,104,111,108,100,99,97,114,100,0,0,0,0,0.019600470720072087
3296,109,121,115,116,105,113,117,101,98,111,111,107,0.019595629186127915
3296,114,101,102,117,115,101,100,0,0,0,0,0,0.019592503793547447
6592,112,97,121,109,101,110,116,0,0,0,0,0,0.019606270674288627
6592,102,97,105,108,117,114,101,0,0,0,0,0,0.019603175141891926
6592,104,97,112,112,101,110,101,100,0,0,0,0,0.01959984255655579
6592,117,110,115,117,99,99,101,115,115,102,117,108,0.01959535628143483
6592,112,97,121,109,101,110,116,0,0,0,0,0,0.019592152762451548
6592,112,97,121,109,101,110,116,0,0,0,0,0,0.019588950523517605
6592,102,97,105,108,117,114,101,0,0,0,0,0,0.019585861925812194
6592,104,97,112,112,101,110,101,100,0,0,0,0,0.019582536965751525
6592,99,111,109,111,114,98,105,116,122,116,98,115,0.019581505232942796
6592,117,110,107,110,111,119,110,0,0,0,0,0,0.019578218214735498
6592,101,120,99,101,112,116,105,111,110,0,0,0,0.019574466811025232
6592,99,97,117,103,104,116,0,0,0,0,0,0,0.01957173369499432
6592,115,116,97,99,107,0,0,0,0,0,0,0,0.01956935182580011
6592,99,111,109,111,114,98,105,116,122,108,97,112,0.019590376192289052
6592,102,97,105,108,101,100,0,0,0,0,0,0,0.019587762661291454
6592,108,97,112,115,97,110,103,0,0,0,0,0,0.019584696273821155
6592,115,101,114,118,105,99,101,0,0,0,0,0,0.019581575124672977
6592,105,110,118,111,99,97,116,105,111,110,0,0,0.019577592821227854
6592,114,101,113,117,101,115,116,117,114,108,0,0,0.019573440007724912
6592,104,116,116,112,97,109,101,120,97,112,112,113,0.019593137246008828
6592,112,111,115,116,110,116,97,116,0,0,0,0,0.019589546824538055
6592,99,111,109,111,114,98,105,116,122,108,97,112,0.01970143322285353
6592,99,111,109,111,114,98,105,116,122,108,97,112,0.019796513328548364
6592,112,97,121,109,101,110,116,0,0,0,0,0,0.019793309457865057
6592,102,97,105,108,117,114,101,0,0,0,0,0,0.01979021901401829
6592,104,97,112,112,101,110,101,100,0,0,0,0,0.01978689016914648
6592,99,111,109,111,114,98,105,116,122,116,98,115,0.019787954762173092
6592,98,97,100,0,0,0,0,0,0,0,0,0,0.019786553229063565
6592,97,117,116,104,0,0,0,0,0,0,0,0,0.01978454475458111
6592,99,97,117,115,105,110,103,0,0,0,0,0,0.019781450772217903
6592,99,114,101,100,105,116,97,117,116,104,114,101,0.019777071267023282
6592,105,100,101,110,116,105,102,121,110,116,97,116,0.01977267471439804
6592,99,111,109,111,114,98,105,116,122,116,98,115,0.019840556793775166
6592,99,111,109,111,114,98,105,116,122,116,98,115,0.019893377613724537
6592,99,111,109,111,114,98,105,116,122,116,98,115,0.02000304354747526
6592,115,111,114,114,121,0,0,0,0,0,0,0,0.02000044128791792
6592,115,121,115,116,101,109,0,0,0,0,0,0,0.019997485348200214
6592,99,97,110,0,0,0,0,0,0,0,0,0,0.019996024304023693
6592,97,117,116,104,101,110,116,105,99,97,116,101,0.01999169174566392
6592,105,110,102,111,114,109,97,116,105,111,110,0,0.019987450924423934
6592,112,114,111,118,105,100,101,100,0,0,0,0,0.019983993501596065
6592,105,110,102,111,114,109,97,116,105,111,110,0,0.01997975722939718
6592,109,105,115,109,97,116,99,104,0,0,0,0,0.019976338910535563
6592,111,99,99,117,114,114,101,100,0,0,0,0,0.019972916992887432
6592,112,108,101,97,115,101,0,0,0,0,0,0,0.019970189825387733
6592,118,101,114,105,102,121,0,0,0,0,0,0,0.01996732631686117
6592,99,114,101,100,105,116,0,0,0,0,0,0,0.019964595869433274
6592,99,97,114,100,0,0,0,0,0,0,0,0,0.019962711471935003
6592,98,105,108,108,105,110,103,0,0,0,0,0,0.019959662975317965
6592,105,110,102,111,114,109,97,116,105,111,110,0,0.019955440505699393
6592,99,111,114,114,101,99,116,0,0,0,0,0,0.019952308613997542
6592,116,114,121,0,0,0,0,0,0,0,0,0,0.019950627102918513
6592,101,114,114,111,114,102,114,97,117,100,0,0,0.01994661682440644
6592,101,114,114,111,114,102,114,97,117,100,97,101,0.019941950637460567
6592,101,114,114,111,114,102,114,97,117,100,97,101,0.019941000808065525
6592,101,114,114,111,114,102,114,97,117,100,97,101,0.01993657864671513
6592,101,114,114,111,114,102,114,97,117,100,100,98,0.01993227228352963
6592,101,114,114,111,114,102,114,97,117,100,105,110,0.01992821083703837
